OBJECTID,Site_Name,DNO_Area,Substation_ID,Site_Type,Transformer_Rating__kVA_,Firm_Capacity__MVA_,Customer_Numbers,Site_Level,Three_Phase_,Primary_Voltage__kV_,Secondary_Voltage__kV_,Maximum_Demand__kW_,Upstream_Substation,Postcode,Postcodes_Fed,Postal_Sectors_Fed,Eastings,Northings,slope,slope_dimensionless,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low
2782,HOPPER TERRACE,North East,1.21768E+11,Ground Mounted,315,Not Applicable,210,Distribution,Yes,20,0.4,261.9,HAWTHORN PIT,DH6 2HL,"DH6 2HJ, DH6 2HG, DH6 2HL, DH6 2HH, DH6 2HQ, DH6 2HY, DH6 2HT, DH6 2HX",Not Applicable,439266,540594,0.507069767,0.008850268,Suburban,0.013,Urban,,,,,,Medium,Medium,Very low,Very low,Very low,0,0,0,0,0.3,0.3,0,0.3,0.3,0,3.243015535,3.243015535,0,1,1,0,2.122904661,2.122904661,,Significant,Significant
2126,LANGLEY PARK WEST,North East,3.70378E+11,Ground Mounted,500,Not Applicable,351,Distribution,Yes,20,0.4,193.5,POTTER HOUSE T1 T3,DH7 9UN,"DH7 9UN, DH7 9UH, DH7 9UE, DH7 9UT, DH7 9UP, DH7 9UQ, DH7 9UW, DH7 9UR, DH7 9UF, DH7 9UJ, DH7 9UL, DH7 9FF, DH7 9UG, DH7 0BG, DH7 9UD",Not Applicable,420474,545014,0.504172027,0.008799689,Suburban,0.013,Urban,,,,,,High,High,High,Low,Very low,0,0,0,0.6,0.6,0.9,0.6,0.6,0.9,5.133234954,5.133234954,6.726440665,1,1,1,4.379940972,4.379940972,7.503796598,Extreme,Extreme,Extreme
3696,DIPTON SOUTH,North East,6.40793E+11,Ground Mounted,500,Not Applicable,110,Distribution,Yes,11,0.4,75.8,ANNFIELD 66/20KV,DH9 9ET,"DH9 9AP, DH9 9AR, DH9 9ET",Not Applicable,415304,553418,0.503009498,0.008779397,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1096,AYCLIFFE MILES,North East,7.91341E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,HEIGHINGTON,DL5 6SQ,Redacted,Not Applicable,427860,522682,0.492213845,0.008590964,Suburban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,3.195153713,0,0,1,0,0,2.108546114,,,Significant
264,HAYBERRIES,North East,4.59296E+11,Pole Mounted,50,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0LP,Redacted,Not Applicable,398660,522977,0.489369303,0.008541313,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1326,COUNDON GRANGE,North East,9.85571E+11,Ground Mounted,500,Not Applicable,262,Distribution,Yes,11,0.4,171.6,FYLANDS BRIDGE,DL14 8TP,"DL14 9, DL14 8UE, DL14 8TL, DL14 8UL, DL14 8TN, DL14 8UQ, DL14 8UB, DL14 8UA, DL14 8UJ, DL14 8UH, DL14 8TR, DL14 8DY, DL14 8XQ, DL14 8XE, DL14 8TW, DL14 8TT, DL14 8TJ, DL14 8XF, DL14 8TP",Not Applicable,422875,527924,0.486821443,0.008496842,Suburban,0.013,Urban,Low,Low,Very low,Very low,Very low,,,,,,0,0,0.3,0,0,0,0,0,0.3,0,0,3.177602558,0,0,1,0,0,2.103280768,,,Significant
1242,WEST RICKNALL,North East,8.72471E+11,Pole Mounted,50,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL5 6JQ,Redacted,Not Applicable,428820,524076,0.476890862,0.008323508,Arable and horticulture,0.03,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
606,STAINTON QUARRY,North East,7.39135E+11,Ground Mounted,315,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8RB,Redacted,Not Applicable,406902,518799,0.476771384,0.008321423,Urban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,3.144630368,0,0,1,0,0,2.09338911,,,Significant
2573,BELMONT MANDALE SOUTH,North East,9.97651E+11,Ground Mounted,1000,Not Applicable,17,Distribution,Yes,11,0.4,101.2,BELMONT,DH1 1TH,DH1 1TH,Not Applicable,430005,543964,0.465752065,0.008129086,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3467,SHELL HAWTHORN,North East,51928922710,Ground Mounted,200,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,STONEY CUT,SR7 8SS,Redacted,Not Applicable,441320,545599,0.465018302,0.008116279,Improved grassland,0.04,Pasture/Arable,,,,,,High,High,Very low,Very low,Very low,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,1.009328772,1.009328772,1.009328772,0,0,0,0.452798632,0.452798632,0.452798632,Low,Low,Low
3931,BEAMISH HALL,North East,1.83647E+11,Ground Mounted,300,Not Applicable,10,Distribution,Yes,20,0.4,252.1,ANNFIELD 66/20KV,DH9 0YB,"DH9 0RQ, DH9 0RG, DH9 0YB",Not Applicable,421180,554891,0.460069031,0.008029892,Urban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,2.357390318,0,0,0,0,0,0.571478064,,,Low
391,DURHAM BOX,North East,3.59372E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,FYLANDS BRIDGE,DL14 9AZ,Redacted,Not Applicable,419387,526828,0.45239988,0.007896032,Urban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,2.337658579,0,0,0,0,0,0.567531716,,,Low
461,HEADLAM SEWAGE,North East,9.84719E+11,Pole Mounted,100,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL2 3HA,Redacted,Not Applicable,417888,518813,0.447725862,0.00781445,Broadleaved woodland,0.1,Woodland,Very low,Very low,Very low,Very low,Very low,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3276,FRAMWELLGATE MOOR WEST,North East,3.80062E+11,Ground Mounted,500,Not Applicable,52,Distribution,Yes,20,0.4,362.5,POTTER HOUSE T1 T3,DH1 5FQ,DH1 5FQ,Not Applicable,426362,544409,0.440876603,0.0076949,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,2.307693572,0,0,0,0,0,0.561538714,,,Low
3593,HORDEN TRADING,North East,3.0547E+11,Ground Mounted,500,Not Applicable,15,Distribution,Yes,11,0.4,162.5,SHOTTON,SR8 4TQ,"SR8 4, SR8 4TQ, SR8 4TE",Not Applicable,444022,542004,0.440109104,0.007681504,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3043,CHILTON BUILDINGS SOUTH,North East,6.98976E+11,Ground Mounted,800,Not Applicable,312,Distribution,Yes,20,0.4,207.8,SKERNESIDE,DL17 0QS,"DL17 0QU, DL17 0QY, DL17 0QW, DL17 0QP, DL17 0QN, DL17 0QX, DL17 0QL, DL17 0QR, DL17 0QS, DL17 0QT, DL17 0QZ, DL17 0RA",Not Applicable,428917,529759,0.420786649,0.007344245,Suburban,0.013,Urban,,,,,,High,High,Low,Very low,Very low,0,0,0,0.3,0.3,0.6,0.3,0.3,0.6,2.954230525,2.954230525,4.689548643,1,1,1,2.036269158,2.036269158,4.113729186,Significant,Significant,Extreme
2639,CORNFORTH SEWAGE WEST,North East,5.89949E+11,Pole Mounted,200,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,FISHBURN,DL17 9NA,Redacted,Not Applicable,430824,534700,0.41067636,0.007167777,Improved grassland,0.04,Pasture/Arable,High,High,Medium,Medium,Very low,High,High,Very low,Very low,Very low,0.3,0.9,0.9,0.3,0.3,0.3,0.3,0.9,0.9,0.94851987,1.973000837,1.973000837,0,0.5,0.5,0.434555961,2.725700754,2.725700754,Low,Extreme,Extreme
3230,DRAGONVILLE TIMBER,North East,6.74413E+11,Pole Mounted,200,Not Applicable,≤5,Distribution,Unknown,11,0.4,14.1,BELMONT,DH1 2RH,Redacted,Not Applicable,429692,543024,0.409527063,0.007147717,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2386,PETERLEE NORTH WEST 30,North East,15961806685,Ground Mounted,500,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,PETERLEE INDUSTRIAL,SR8 2JQ,Redacted,Not Applicable,440926,542107,0.401094794,0.007000539,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1351,Eastgate Cement,North East,9.03313E+11,Ground Mounted,,26,3212,Primary,Yes,66,20,8246.00028991699,Toronto,DL13 2LA,"DL13 2YE, DL13 2XY, DL13 2XF, DL13 2XU, DL13 2YP, DL13 2XX, DL13 2YA, DL13 2XS, DL13 2YH, DL13 2YF, DL13 2YG, DL13 2XT, DL13 2YB, DL13 2XZ, DL13 2YD, DL13 2YJ, DL13 2XR, DL12 0EP, DL12 0UG, DL13 2QE, DL13 2LB, DL13 1NW, DL13 1PP, DL13 2EY, DL13 1DL, DL13 1RP, DL13 1QH, DL13 2EB, DL13 2ED, DL13 2EG, DL13 2DU, DL13 2DZ, DL13 2DX, DL13 2EF, DL13 2EQ, DL13 2HA, DL13 2EA, DL13 2EE, DL13 2DS, DL13 2DY, DL13 2DT, DL13 2JG, DL13 2YT, DL13 2YS, DL13 2QA, DL13 2NW, DL13 2NN, DL13 2LX, DL13 2NS, DL13 2FZ, DL13 2NT, DL13 2NX, DL13 2PA, DL13 2NU, DL13 2NR, DL13 2NP, DL13 2YL, DL13 2JY, DL13 1RQ, DL13 2EZ, DL12 0EE, DL12 0XL, DL12 0ED, DL13 2AF, DL13 2ES, DL13 1AP, DL13 1SA, DL13 1LN, DL13 1RZ, DL13 1JY, DL13 1JN, DL13 1JA, DL13 1SG, DL13 1RY, DL13 1SE, DL13 1LQ, DL13 1JT, DL13 1JL, DL13 1RX, DL13 1SN, DL13 1SH, DL13 1JZ, DL13 1JS, DL13 1JJ, DL13 1SF, DL13 1SQ, DL13 1SB, DL13 1JW, DL13 1JR, DL13 1JX, DL13 1LJ, DL13 1SD, DL13 1JP, DL13 1JU, DL13 1LH, DL13 1LG, DL13 1AF, DL13 1EZ, DL13 1HD, DL13 1HB, DL13 1JQ, DL13 1JF, DL13 1AA, DL13 1PW, DL13 2EN, DL13 2EL, DL13 2EJ, DL13 2EW, DL13 2EH, DL13 1LA, DL13 1LD, DL13 1NA, DL13 1NF, DL13 1ND, DL13 1LZ, DL13 1NJ, DL13 1NP, DL13 1NE, DL13 1NH, DL13 1NB, DL13 1PG, DL13 1ST, DL13 1NG, DL13 1NQ, DL13 2HY, DL13 2HX, DL13 2HU, DL12 0EJ, DL12 0XG, DL13 1SW, DL13 1SL, DL12 0EW, DL12 0XN, DL13 1PR, DL13 1FB, DL13 2SY, DL13 2TA, DL13 2SU, DL13 2AP, DL13 2AH, DL13 2AJ, DL13 2AQ, DL13 2AN, DL13 2AL, DL13 2AW, DL13 2AE, DL13 2XQ, DL13 2XG, DL13 2XH, DL13 2UY, DL13 2YU, DL13 2TZ, DL13 2XL, DL13 2XN, DL13 2XE, DL13 2UD, DL13 2XW, DL13 2QS, DL13 2XP, DL13 2UB, DL13 2XJ, DL13 2UE, DL13 2SG, DL13 1SR, DL13 2DA, DL13 2DD, DL13 2DB, DL13 1LF, DL13 1AJ, DL13 1HN, DL13 1HJ, DL13 1HW, DL13 1PD, DL13 1RD, DL13 5QE, DL13 1RG, DL13 2LG, DL13 1QX, DL13 1QY, DL13 1QZ, DL13 1RB, DL13 1PE, DL12 0UF, DL13 2AB, DL13 2SN, DL13 2TD, DL13 2TQ, DL13 2TE, DL13 2RU, DL13 2SW, DL13 2SP, DL13 2QF, DL13 2QG, DL13 2QQ, DL13 2SZ, DL13 1NX, DL13 2JX, DL13 2JT, DL12 0XU, DL12 0HX, DL12 0YA, DL12 0XY, DL12 0HT, DL13 1HE, DL13 1AQ, DL13 1AN, DL13 1AL, DL13 1DF, DL13 1AW, DL13 2LJ, DL12 0XF, DL13 1RH, DL13 1AR, DL13 2PW, DL13 1DJ, DL13 2DG, DL13 2BL, DL13 2DE, DL12 0HH, DL13 1LE, DL13 1AB, DL13 1EH, DL13 1DA, DL13 1JG, DL13 1DB, DL13 1DD, DL13 1DE, DL13 1DQ, DL13 2HJ, DL13 2HW, DL13 2HN, DL13 2AA, DL13 2HP, DL13 2LA, DL12 0EF, DL12 0EG, DL12 0EB, DL12 0EA, DL12 0HL, DL13 2LL, DL13 2JP, DL12 0UJ, DL12 0UQ, DL12 0XB, DL12 0XD, DL12 0UH, DL13 2DF, DL13 1SP, DL13 1RF, DL13 2QY, DL13 2RJ, DL13 2QW, DL13 2QP, DL13 2RF, DL13 2RD, DL13 2QU, DL13 2QX, DL13 5DQ, DL13 2RN, DL13 2SF, DL13 5DS, DL13 2RL, DL13 2QR, DL13 1EN, DL13 2RH, DL13 2TY, DL13 2RG, DL13 2TL, DL13 2RQ, DL13 2QZ, DL13 2QL, DL13 2QJ, DL13 2QN, DL13 2RB, DL13 2SL, DL13 2RA, DL13 2QT, DL13 2SX, DL13 2ST, DL12 0XZ, DL12 0YB, DL12 0XX, DL13 1HF, DL13 1PF, DL13 2EX, DL13 1QT, DL13 1RL, DL13 1PU, DL13 1PT, DL12 0UE, DL12 0UD, DL13 2TH, DL13 2LN, DL13 2YX, DL13 3US, DL13 2XA, DL13 2UU, DL13 2XD, DL13 2US, DL13 2UX, DL13 2UZ, DL13 2XB, DL13 2PS, DL13 2EP, DL13 2EU, DL13 1DW, DL13 2PN, DL13 2PQ, DL13 2PP, DL13 2PU, DL13 2UT, DL13 2PT, DL13 1BD, DL13 1JD, DL13 1BP, DL13 1BW, DL13 1BN, DL13 1BE, DL13 1BG, DL13 1BQ, DL13 1JE, DL13 1BL, DL13 2LF, DL12 0HA, DL12 0HF, DL12 0HJ, DL12 0XS, DL12 0HE, DL13 1SS, DL13 1AG, DL13 1DG, DL12 0TX, DL12 0TY, DL12 0UB, DL12 0UA, DL12 0TZ, DL13 2PJ, DL13 1RR, DL13 1QU, DL13 1QJ, DL13 1QS, DL13 1QE, DL13 1QW, DL13 1QB, DL13 1QD, DL13 1QR, HG3 2PZ, DL13 1QP, DL13 1RW, DL13 1QQ, DL14 7NP, DL13 1RJ, DL13 1QG, DL13 1QN, DL13 1QF, DL13 1QL, DL13 2LZ, DL13 2NQ, DL13 2ND, DL13 2PX, DL13 2NB, DL13 2NA, DL13 2PY, DL13 2NG, DL13 2NF, DL13 2PG, DL13 2LU, DL13 2RY, DL13 2UH, DL13 2FJ, DL13 2TU, DL13 2PZ, DL13 2UA, DL13 2YZ, DL13 2UP, DL13 2UR, DL13 2UW, DL13 2NL, DL13 2LY, DL13 2UG, DL13 2UJ, DL13 2UN, DL13 2TS, DL13 2UL, DL13 2UF, DL13 2UQ, DL13 1SJ, DL13 1PY, DL13 1PZ, DL13 1QA, DL13 1DY, DL13 1EA, DL13 1HT, DL13 1DZ, DL13 1BJ, DL13 1BH, DL13 1EB, DL14 9HW, DL13 1, DL13 2SQ, DL13 2SS, DL13 2SR, DL13 1HG, DL13 1AX, DL13 1AD, DL13 1NL, DL13 1LX, DL13 1LS, DL13 1LU, DL13 1LP, DL13 1LT, DL12 0EL, DL13 1RE, DL13 2HR, DL13 2LQ, DL13 2JB, DL13 2HS, DL13 2HT, DL12 0EH, DL12 0EQ, DL13 1DN, DL12 0HB, DL12 0HD, DL13 2BB, DL13 1PS, DL13 1HS, DL12 0QX, DL13 2AG, DL12 0XE, DL13 2JE, DL13 2TG, DL13 2AU, DL13 2BG, DL13 2BD, DL13 2BJ, DL13 2AX, DL13 2BN, DL13 2BW, DL13 2HE, DL13 2BP, DL13 2BH, DL13 2AT, DL13 2AY, DL13 2AZ, DL13 2AR, DL13 2AD, DL13 2SB, DL13 2TJ, DL13 2, DL12, DL12 0XH, DL13 2YN","DH89, DL120, DL131, DL132, DL133, DL135, NE479",394936,538558,0.380264193,0.00663696,Inland rock,0.035,Pasture/Arable,,,,,,Medium,Very low,Very low,Very low,Very low,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0.796043025,0.796043025,0,0,0,0,0.259208605,0.259208605,,Low,Low
835,MARWOOD HIGH,North East,2.67747E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8SP,Redacted,Not Applicable,403246,520386,0.37345928,0.006518186,Improved grassland,0.04,Pasture/Arable,,,,,,High,Low,Very low,Very low,Very low,0,0,0,0.2,0.2,0.3,0.2,0.2,0.3,0.690276983,0.690276983,0.904518732,0,0,0,0.238055397,0.238055397,0.421355619,Low,Low,Low
2135,LOW THISTLEFLAT,North East,2.31675E+11,Ground Mounted,500,Not Applicable,73,Distribution,Yes,20,0.4,475.7,TBC,DL15 8RA,"DL15 8JL, DL15 8JH, DL15 8RA, DL15 8NA, DL15 8GA, DL15 8JJ, DL15 8JN, DL15 8JF",Not Applicable,416213,534600,0.372834682,0.006507285,Suburban,0.013,Urban,Very low,Very low,Very low,Very low,Very low,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2271,CAUSEWAY,North East,7.52915E+11,Ground Mounted,500,Not Applicable,162,Distribution,Yes,20,0.4,123.4,BRANCEPETH,DL13 3BA,"DL13 3AZ, DL13 3BA, DL13 3DA, DL13 3BP, DL13 3DQ, DL13 3BL, DL13 3RL, DL13 3AX, DL13 3BB",Not Applicable,407463,537002,0.361230403,0.006304743,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,2.088864906,0,0,0,0,0,0.517772981,,,Low
1066,GREAT ISLE,North East,61827614827,Pole Mounted,15,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL17 0LQ,Redacted,Not Applicable,430525,526993,0.357653826,0.006242318,Arable and horticulture,0.03,Pasture/Arable,Low,Low,Very low,Very low,Very low,Low,Very low,Very low,Very low,Very low,0,0,0.3,0,0,0.2,0,0,0.3,0,0,1.180227847,0,0,0,0,0,0.504068354,,,Low
3124,WINDLESTONE PENNINE,North East,4.79874E+11,Ground Mounted,500,Not Applicable,157,Distribution,Yes,20,0.4,115.2,SKERNESIDE,DL17 0RB,"DL17 0QE, DL17 0RL, DL17 0RJ, DL17 0RB, DL17 8RB, DL17 0RG, DL17 0RQ, DL17 0RH, DL17 0RN",Not Applicable,429228,529672,0.349160612,0.006094078,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1330,STILLINGTON SHOTTON,North East,8.37521E+11,Pole Mounted,50,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,TS21 3HF,Redacted,Not Applicable,436830,525315,0.347888619,0.006071876,Improved grassland,0.04,Pasture/Arable,,,,,,High,High,Low,Very low,Very low,0,0,0,0.3,0.3,0.6,0.3,0.3,0.6,0.873002809,0.873002809,1.385805578,0,0,0,0.411900843,0.411900843,1.131483347,Low,Low,Moderate
4084,BOWMONT WALK,North East,8.90055E+11,Ground Mounted,800,Not Applicable,438,Distribution,Yes,11,0.4,297,HIGH FLATTS,DH2 3JA,"DH2 3HT, DH2 3HZ, DH2 3UA, DH2 3HY, DH2 3JG, DH2 3AD, DH2 3JF, DH2 3DJ, DH2 3JW, DH2 3SP, DH2 3JD, DH2 3JQ, DH2 3JB, DH2 3JL, DH2 3JE, DH2 3SW, DH2 3JH, DH2 3JJ, DH2 3JA",Not Applicable,426187,550459,0.341015905,0.005951921,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1031,WYNYARD BRIDGE,North East,8.01215E+11,Pole Mounted,16,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,FISHBURN,TS22 5NW,Redacted,Not Applicable,440338,528448,0.339935035,0.005933055,Suburban,0.013,Urban,,,,,,Medium,Low,Very low,Very low,Very low,0,0,0,0,0.2,0.3,0,0.2,0.3,0,2.026356434,2.655278093,0,0,1,0,0.505271287,1.946583428,,Low,Significant
2815,MAIDEN CASTLE,North East,6.28974E+11,Ground Mounted,800,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,BELMONT,DH1 3SE,Redacted,Not Applicable,428527,541422,0.331793517,0.005790954,Urban,0.013,Urban,High,High,High,High,High,,,,,,1.2,1.2,1.2,0,0,0,1.2,1.2,1.2,6.61027008,6.61027008,6.61027008,1,1,1,9.532324096,9.532324096,9.532324096,Extreme,Extreme,Extreme
2261,BURNHOPE NORTH SW,North East,7.22547E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,TBC,DH7 0DP,Redacted,Not Applicable,418822,548486,0.331459284,0.00578512,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2983,BARKERS SEWAGE,North East,1.19601E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,DURHAM EAST,DH1 5TA,Redacted,Not Applicable,427693,543169,0.277844042,0.004849331,Suburban,0.013,Urban,Low,Low,Low,Very low,Very low,,,,,,0,0,0.6,0,0,0,0,0,0.6,0,0,3.810644292,0,0,1,0,0,3.586386575,,,Extreme
1083,AYCLIFFE 80,North East,5.32411E+11,Ground Mounted,1000,Not Applicable,32,Distribution,Yes,11,0.4,475,HEIGHINGTON,DL5 6AT,"DL5 6YA, DL5 6AT, DL5 6SG, DL5 6LA, DL5 6AU",Not Applicable,427861,522739,0.263829112,0.004604719,Urban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,2.339227139,0,0,1,0,0,1.851768142,,,Significant
196,BELL FARM,North East,5.59037E+11,Pole Mounted,50,Not Applicable,12,Distribution,Unknown,20,0.4,16.1,EASTGATE CEMENT,DL12 0UJ,"DL12 0UJ, DL12 0UQ, DL12 0XB, DL12 0XD, DL12 0UH",Not Applicable,392186,526583,0.263743967,0.004603233,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
719,BISHOP AUCKLAND WOODHOUSE,North East,1.76259E+11,Ground Mounted,1600,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,FYLANDS BRIDGE,DL14 6JZ,Redacted,Not Applicable,419645,528422,0.258503497,0.004511768,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2432,DAMSON WAY,North East,2.44206E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,BELMONT,DH1 2YN,Redacted,Not Applicable,430034,542636,0.248350203,0.004334556,Urban,0.013,Urban,,,,,,Low,,,,,0,0,0,0,0,0.2,0,0,0.2,0,0,1.73200423,0,0,0,0,0,0.446400846,,,Low
3183,LITTLETOWN FARM,North East,3.56363E+11,Pole Mounted,50,Not Applicable,≤5,Distribution,No,11,0.4,Redacted,BELMONT,DH6 1PU,Redacted,Not Applicable,433216,543254,0.245348394,0.004282163,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
357,WYCLIFFE GLEBE,North East,1.16701E+11,Pole Mounted,50,Not Applicable,8,Distribution,Unknown,20,0.4,17.5,HARMIRE BRIDGE,DL12 9TU,DL12 9TU,Not Applicable,410366,513492,0.241054505,0.00420722,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1295,AYCLIFFE 90,North East,3.88483E+11,Ground Mounted,500,Not Applicable,11,Distribution,Yes,11,0.4,53.9,AYCLIFFE INDUSTRIAL,DL5 6BH,"DL5 6XN, DL5 6BH, DL5 6BD",Not Applicable,428104,523035,0.235397786,0.00410849,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,1.686233594,0,0,0,0,0,0.437246719,,,Low
3445,TEIKYO RESIDENTIAL,North East,1.52158E+11,Ground Mounted,315,Not Applicable,10,Distribution,Yes,20,0.4,23.1,POTTER HOUSE T1 T3,DH1 3YD,"DH1 3LP, DH1 3YD",Not Applicable,427311,541282,0.229506329,0.004005663,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
4042,URPETH,North East,3.68787E+11,Pole Mounted,200,Not Applicable,21,Distribution,No,20,0.4,Redacted,BIRTLEY GROVE 66/20KV,DH9 0SH,"DH9 0SB, DH9 0SD, DH9 0SE, DH9 0SJ, DH9 0SH, DH9 0SG",Not Applicable,423836,553719,0.210736826,0.003678068,Broadleaved woodland,0.1,Woodland,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3330,RAVENSWORTH COURT,North East,1.31119E+11,Ground Mounted,750,Not Applicable,182,Distribution,Yes,20,0.4,184.3,HAWTHORN PIT,DH6 2UX,"DH6 2UG, DH6 2US, DH6 2UY, DH6 2UX, DH6 2GA, DH6 2UQ, DH6 2UA, DH6 2UB, DH6 2UU, DH6 2UE, DH6 2UD",Not Applicable,437732,545505,0.210126445,0.003667415,Suburban,0.013,Urban,,,,,,High,Low,Very low,Very low,Very low,0,0,0,0.2,0.2,0.3,0.2,0.2,0.3,1.593149965,1.593149965,2.08761703,0,0,1,0.418629993,0.418629993,1.776285109,Low,Low,Significant
856,GAINFORD BLAKELY,North East,3.07304E+11,Pole Mounted,15,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL2 3EZ,Redacted,Not Applicable,419352,517549,0.208830878,0.003644803,Suburban,0.013,Urban,,,,,,Low,,,,,0,0,0,0,0,0.2,0,0,0.2,0,0,1.588230923,0,0,0,0,0,0.417646185,,,Low
