objectid,site_name,dno_area,substation_id,site_type,transformer_rating__kva,firm_capacity__mva,customer_numbers,customer_numbers_filtered,site_level,three_phase,primary_voltage__kv_,secondary_voltage__kv_,maximum_demand__kw_,upstream_substation,postcode,postcodes_fed,postal_sectors_fed,eastings,northings,slope,slope_dimensionless,twi,spi,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low,degree_high_class,degree_med_class,degree_low_class,degree_high_norm,degree_med_norm,degree_low_norm,twi_class,twi_class_norm,spi_class,spi_class_norm,combined_norm,site_type_class_high,site_type_class_med,site_type_class_low,site_type_norm_high,site_type_norm_med,site_type_norm_low,customers_class,customers_class_norm,high,med,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,CORNFORTH LANE,North East,2.52279E+11,Ground Mounted,800,Not Applicable,451,451,Distribution,Yes,20,0.4,426.7,FISHBURN,DH6 4DG,"DH6 4DX, DH6 4AF, DH6 4DT, DH6 4DY, DH6 4DR, DH6 4AD, DH6 4DH, DH6 4BP, DH6 4SZ, DH6 4DL, DH6 4DB, DH6 4BE, DH6 4DG, DH6 4EX, DH6 4EB, DH6 4DF, DH6 4PA, DH6 2SE, DH6 4DP, DH6 4EY, DH6 4AA, DH6 4EA, DH6 4BY, DH6 4DN, DH6 4ED, DH6 4AG, DH6 4BD, DH6 4DJ, DH6 4AQ, DH6 4DS, DH6 4ER, DH6 4AJ, DH6 4DW, DH6 4DD, DH6 4DQ, DH6 4AL, DH6 4DZ, DH6 4AH, DH6 4DU, DH6 4AE",Not Applicable,432060,535623,4.723083019,0.082620577,8.602744102,37.17926025,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,CORNFORTH MOOR,North East,3.21122E+11,Ground Mounted,500,Not Applicable,153,153,Distribution,Yes,20,0.4,206.2,FISHBURN,DH6 4JN,"DH6 4JL, DH6 4JN, DH6 4LJ, DH6 4JJ, DH6 4JP, DH6 4LQ, DH6 4JQ, DH6 4JH, DH6 4JW",Not Applicable,431086,536933,3.2891922,0.05747038,5.852217674,1.149407625,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,2,0.25,0.25,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,CORNFORTH SEWAGE WEST,North East,5.89949E+11,Pole Mounted,200,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,FISHBURN,DL17 9NA,Redacted,Not Applicable,430824,534700,0.41067636,0.007167777,10.18518353,1.36187768,Improved grassland,0.04,Pasture/Arable,High,High,Medium,Medium,Very low,High,High,Very low,Very low,Very low,0.3,0.9,0.9,0.3,0.3,0.3,0.3,0.9,0.9,0.94851987,1.973000837,1.973000837,0,0.5,0.5,0.434555961,2.725700754,2.725700754,Low,Extreme,Extreme,1,4,4,0,1,1,5,1,3,0.5,0.75,1,1,1,0,0,0,1,0,0.1875,0.4375,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,COULSON STREET,North East,8.94752E+11,Ground Mounted,500,Not Applicable,140,140,Distribution,Yes,11,0.4,126.2,LOW SPENNYMOOR,DL16 6EP,"DL16 6EN, DL16 6HH, DL16 6HT, DL16 6HQ, DL16 6HU, DL16 6EP, DL16 6HY, DL16 7RS, DL16 6HS, DL16 6ER",Not Applicable,426768,533954,2.145544052,0.037464321,9.761338234,24.35180855,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,COUNDON FREDERICK,North East,1.2488E+11,Ground Mounted,315,Not Applicable,191,191,Distribution,Yes,20,0.4,186.4,TORONTO 66/20KV,DL14 8PW,"DL14 8PS, DL14 8PP, DL14 8QR, DL14 8PW, DL14 8PX, DL14 8QU, DL14 8LG, DL14 8PJ, DL14 8QX, DL14 8PN, DL14 8PH, DL14 8PD",Not Applicable,423526,529982,4.199382782,0.073424579,4.914081573,0.734245777,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,COUNDON HARTLEY,North East,7.53679E+11,Ground Mounted,500,Not Applicable,89,89,Distribution,Yes,20,0.4,84.5,TORONTO 66/20KV,DL14 8HE,"DL14 8HG, DL14 8HH, DL14 8HQ",Not Applicable,424223,530181,2.378632069,0.041538828,5.48371172,0.415388286,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,COUNDON NORTH,North East,5.46821E+11,Pole Mounted,200,Not Applicable,125,125,Distribution,Yes,20,0.4,100.9,TORONTO 66/20KV,DL14 8QS,"DL14 8LW, DL14 8LQ",Not Applicable,423733,529989,5.515313148,0.096558798,6.431947708,5.79352808,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,COUNDON TRENT,North East,9.82826E+11,Ground Mounted,800,Not Applicable,154,154,Distribution,Yes,20,0.4,343.1,SPENNYMOOR 66/20KV,DL14 8NR,"DL14 8NS, DL14 8WQ, DL14 8NG, DL14 8LE, DL14 8LF, DL14 8NR, DL14 8LB, DL14 8NQ, DL14 8JZ, DL14 8LL, DL14 8LD, DL14 8LA",Not Applicable,424371,529498,4.232388496,0.074003768,6.697983742,4.440226078,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,COUNDON VICTORIA,North East,8.38517E+11,Ground Mounted,500,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL14 8NP,Redacted,Not Applicable,424099,529643,1.415960789,0.02471821,6.002799988,0.247182101,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,COXHOE BLACKGATE,North East,7.81109E+11,Ground Mounted,800,Not Applicable,315,315,Distribution,Unknown,20,0.4,462.5,FISHBURN,DH6 4SH,"DH6 4AN, DH6 4AT, DH6 4SR, DH6 4FB, DH6 4GA, DH6 4SJ, DH6 4AY, DH6 4AU, DH6 4BH, DH6 4SL, DH6 4DB, DH6 4SH, DH6 4BA, DH6 4SQ, DH6 4SE, DH6 4SF, DH6 4AA, DH6 4AW, DH6 4SN, DH6 4HH, DH6 4SG, DH6 4AJ, DH6 4AZ, DH6 4SW, DH6 4AL, DH6 4AS",Not Applicable,432115,535320,1.904513359,0.033252276,5.706217289,0.33252275,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,COXHOE JOINT STOCKS,North East,4.07916E+11,Pole Mounted,200,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,SPENNYMOOR 66/20KV,DH6 4RT,Redacted,Not Applicable,433057,536630,4.833760738,0.084565767,5.465958118,1.691315293,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,COXHOE SEWAGE,North East,1.80466E+11,Pole Mounted,100,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,FISHBURN,DH6 4HW,Redacted,Not Applicable,431435,536225,1.80441618,0.031503419,9.42380619,12.28633404,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,RICHMOND ROAD (DAR),North East,1.12069E+11,Ground Mounted,500,Not Applicable,195,195,Distribution,Yes,11,0.4,151.5,POTTER HOUSE T1 T3,DH1 5NT,"DH1 5NT, DH1 5QH, DH1 5NS, DH1 5PB, DH1 5NX, DH1 5PA, DH1 5NU, DH1 5NR",Not Applicable,427572,545279,2.606014013,0.045514916,6.085447311,0.910298288,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,2,0.25,0.25,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,RODRIDGE,North East,8.90322E+11,Pole Mounted,100,Not Applicable,39,39,Distribution,Unknown,20,0.4,47.4,HARTMOOR 66/20KV,TS28 5HE,"TS28 5HB, TS28 5NF, TS27 4RR, TS28 5EZ, TS28 5HQ, TS28 5PF, TS28 5HG, TS28 5HE, TS28 5HF, TS28 5GA",Not Applicable,441448,536049,4.106770992,0.071799676,6.728219986,4.307980537,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,ROSEDALE ROAD,North East,7.95814E+11,Ground Mounted,500,Not Applicable,299,299,Distribution,Yes,11,0.4,234.9,LOW SPENNYMOOR,DL16 6SB,"DL16 6SD, DL16 6TY, DL16 6DA, DL16 6RX, DL16 6SE, DL16 6TZ, DL16 6UH, DL16 6UF, DL16 6UJ, DL16 6SF, DL16 6SA, DL16 6SB, DL16 6JJ",Not Applicable,425180,534376,2.512338161,0.043876697,6.527569294,1.316300988,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,ROTHBURY ROAD,North East,8.5178E+11,Ground Mounted,500,Not Applicable,174,174,Distribution,Yes,11,0.4,160,DURHAM EAST,DH1 5QE,"DH1 5RZ, DH1 5QB, DH1 5QG, DH1 5QN, DH1 5QF, DH1 5QD, DH1 5QE, DH1 5QW, DH1 5QQ, DH1 5SA",Not Applicable,427711,545443,2.778100014,0.048525025,8.218632698,8.7345047,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,RUTHERFORD TERRACE,North East,7.841E+11,Ground Mounted,800,Not Applicable,319,319,Distribution,Yes,20,0.4,417.5,SPENNYMOOR 66/20KV,DL17 8AN,"DL17 8AJ, DL17 8AP, DL17 8AX, DL17 8AU, DL17 8AZ, DL17 8AL, DL17 8AR, DL17 8AT, DL17 8AY, DL17 8BA, DL17 8AS, DL17 8AW, DL17 8AN, DL17 8BB",Not Applicable,429445,532294,3.413267374,0.059643327,6.220570564,1.789299726,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,SACRISTON FELL VIEW,North East,4.40357E+11,Ground Mounted,500,Not Applicable,306,306,Distribution,Yes,20,0.4,225.4,POTTER HOUSE T1 T3,DH7 6QF,"DH7 6PT, DH7 6QF, DH7 6PU, DH7 6QN, DH7 6PE, DH7 6PQ, DH7 6PX, DH7 6QE, DH7 6PG, DH7 6QQ, DH7 6PB, DH7 6LR, DH7 6QL, DH7 6PD, DH7 6PF, DH7 6PZ",Not Applicable,424376,547051,4.163861752,0.072801306,6.308900833,2.912052155,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,SACRISTON INDUSTRIAL,North East,2.91478E+11,Ground Mounted,800,Not Applicable,205,205,Distribution,Yes,20,0.4,296.4,POTTER HOUSE T1 T3,DH7 6JX,"DH7 6JQ, DH7 6HL, DH7 6HN, DH7 6JZ, DH7 6PB, DH7 6FW, DH7 6PX, DH7 6JW, DH7 6LP, DH7 6LN, DH7 6HH, DH7 6LE, DH7 8JW, DH7 6JS, DH7 6HT, DH7 6JT, DH7 6PD, DH7 6LD, DH7 6JX, DH7 6HJ, DH7 6HW, DH7 6FP",Not Applicable,424132,547113,3.003185272,0.052463526,5.250222206,0.524635255,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,SACRISTON MICROWAVE,North East,9.11726E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,ANNFIELD 66/20KV,DH7 6EX,Redacted,Not Applicable,422175,548029,1.091693163,0.019055946,6.262961388,0.190559462,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,1,0,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,SACRISTON SOUTH,North East,9.05964E+11,Ground Mounted,500,Not Applicable,142,142,Distribution,Yes,20,0.4,200,POTTER HOUSE T1 T3,DH7 6LN,"DH7 6LQ, DH7 6LD, DH7 6LL, DH7 6NU, DH7 6LG, DH7 6NT, DH7 6LX, DH7 6LN, DH7 6LF, DH7 6FE, DH7 6HJ, DH7 6LE, DH7 9NR, DH7 6LH, DH7 6LB, DH7 6LA, DH7 6LR, DH7 6FW",Not Applicable,424221,546884,2.420584917,0.042272329,5.466207504,0.422723293,Suburban,0.013,Urban,,,,,,Low,,,,,0,0,0,0,0,0.2,0,0,0.2,0,0,5.40884746,0,0,0,0,0,1.181769492,,,Moderate,,,2,,,0.333333333,2,0.25,1,0,0.125,,,1,,,0,4,0.75,,,0.302083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,SALISBURY CORNFORTH,North East,9.7976E+11,Ground Mounted,500,Not Applicable,201,201,Distribution,Yes,20,0.4,148.9,SPENNYMOOR 66/20KV,DL17 9HD,"DL17 9HA, DL17 9NR",Not Applicable,431822,533733,2.352006197,0.041073326,5.494981289,0.410733253,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,SALTERS LANE (PEN),North East,1.28994E+11,Ground Mounted,500,Not Applicable,59,59,Distribution,Yes,20,0.4,112.5,STONEY CUT,DH6 2DN,"DH6 2BL, DH6 2DS, DH6 2DR, DH6 2DN, DH6 2DX, DH6 2DY, DH6 2DW",Not Applicable,437655,543060,1.60668087,0.028049224,5.87637949,0.280492246,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660,SEAHAM EASTLEA,North East,3.71341E+11,Ground Mounted,500,Not Applicable,374,374,Distribution,Yes,20,0.4,319.3,STONEY CUT,SR7 8EA,"SR7 8BL, SR7 8HA, SR7 8BS, SR7 8DP, SR7 8DU, SR7 8BN, SR7 8EB, SR7 8DR, SR7 8DZ, SR7 8DY, SR7 8DS, SR7 8DN, SR7 8DW, SR7 8BJ, SR7 8EE, SR7 8DT, SR7 8EA, SR7 8EF, SR7 8ED",Not Applicable,440999,549138,1.909129858,0.033332939,5.703794479,0.333329409,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,SEAHAM ENFIELD,North East,5.3085E+11,Ground Mounted,500,Not Applicable,229,229,Distribution,Yes,20,0.4,318.7,STONEY CUT,SR7 8EG,"SR7 0QA, SR7 0HH, SR7 7BZ, SR7 8EQ, SR7 0GA, SR7 8EG",Not Applicable,440768,549446,2.425212145,0.042353234,7.766880512,4.235323429,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,SEAHAM WESTLEA,North East,1.70382E+11,Ground Mounted,1000,Not Applicable,690,690,Distribution,Yes,20,0.4,548,STONEY CUT,SR7 8JW,"SR7 8JR, SR7 8JE, SR7 8EQ, SR7 8JQ, SR7 8HT, SR7 8JD, SR7 8HS, SR7 8JL, SR7 8JB, SR7 8JH, SR7 8DX, SR7 8JF, SR7 8JS, SR7 8JW, SR7 8JN, SR7 8HH, SR7 8DY, SR7 8HW, SR7 8HL, SR7 8HR, SR7 8DB, SR7 8EN, SR7 8DQ, SR7 8JP, SR7 8JT, SR7 8HU, SR7 8HN, SR7 8HJ, SR7 8EL, SR7 8HX, SR7 8EW, SR7 8EH, SR7 8EJ, SR7 8HY, SR7 8JJ, SR7 8JA, SR7 8JX, SR7 8HP, SR7 8JG, SR7 8HZ",Not Applicable,440521,549091,3.746534586,0.06548272,10.64168262,179.4226532,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,SEATON SOUTH,North East,1.18059E+11,Pole Mounted,100,Not Applicable,55,55,Distribution,No,20,0.4,58.6,HAWTHORN PIT,SR7 0NA,"SR7 0LX, SR7 0NB, SR7 0LL, SR7 0LY, SR7 0NW, SR7 0LZ, SR7 0NA",Not Applicable,439911,549900,6.216782093,0.108931133,5.618237019,3.267933846,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,4,0.75,0.5,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,SEDGEFIELD HOLDFORTH,North East,55678310619,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,FISHBURN,DL17 9EA,Redacted,Not Applicable,434575,531584,2.924741268,0.051090749,5.276736736,0.510907471,Arable and horticulture,0.03,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,SEDGEFIELD HOSPITAL,North East,27626796213,Ground Mounted,500,Not Applicable,170,170,Distribution,Yes,20,0.4,337.5,FISHBURN,TS21 3EE,"TS21 2JD, TS21 3EU, TS21 3EX, TS21 3EE, TS21 3BP, TS21 2EG, TS21 2JE",Not Applicable,435545,529918,7.177048683,0.12592243,5.473286629,3.777672768,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,4,0.75,0.5,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,SEDGEFIELD INDUSTRIAL,North East,5.65938E+11,Ground Mounted,500,Not Applicable,17,17,Distribution,Yes,20,0.4,251.5,FISHBURN,TS21 3EE,TS21 3EE,Not Applicable,435738,529758,2.527563334,0.044142941,8.513949394,9.711447716,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,SEDGEFIELD KNOTTY,North East,2.91446E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,FISHBURN,TS21 2BB,Redacted,Not Applicable,434672,530195,3.385919094,0.059164325,5.823168755,1.183286428,Broadleaved woodland,0.1,Woodland,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,SEDGEFIELD KNOWLES,North East,26751388732,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,FISHBURN,TS21 2EH,Redacted,Not Applicable,434378,529938,6.121007442,0.107240022,6.327030182,6.434401512,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,SEDGEFIELD NETPARK LIGHTING,North East,4.48934E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,FISHBURN,TS21 3DT,Redacted,Not Applicable,435248,531071,2.336314917,0.040799003,5.501682758,0.407990038,Arable and horticulture,0.03,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,SEDGEFIELD NETPARK SOUTH,North East,8.75985E+11,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,TBC,TS21 3DT,Redacted,Not Applicable,435209,530854,2.990366459,0.052239182,11.52170849,275.3005066,Arable and horticulture,0.03,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,SEDGEFIELD NETPARK WEST,North East,1.2383E+11,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,TBC,TS21 3DT,Redacted,Not Applicable,435146,530979,1.745810032,0.030479566,7.179578304,1.219182611,Inland rock,0.035,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,SEDGEFIELD SALTERS,North East,8.07273E+11,Ground Mounted,315,Not Applicable,45,45,Distribution,Yes,20,0.4,32.2,FISHBURN,TS21 3FN,"TS21 3EE, TS21 3FN",Not Applicable,435544,529671,1.219941616,0.021295216,8.716807365,2.768378019,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,3,0.5,0.75,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,SEDGEFIELD THOMAS,North East,9.32954E+11,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,FISHBURN,TS21 3FF,Redacted,Not Applicable,435551,530634,0.516411185,0.00901332,7.011636734,0.09013319,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,1,0,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,SEDGEFIELD WETERTON,North East,6.35313E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,FISHBURN,TS21 3DY,Redacted,Not Applicable,435937,530558,4.411318302,0.077144521,5.557806969,1.54289031,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,SHADFORTH SOUTH,North East,4.1657E+11,Ground Mounted,500,Not Applicable,186,186,Distribution,Yes,6,0.4,131.8,BELMONT,DH6 1LJ,"DH6 1LQ, DH6 1LJ, DH6 1NN, DH6 1LB, DH6 1LP, DH6 1NT, DH6 1LL, DH6 1LW, DH6 1NR, DH6 1LH, DH6 1NS, DH6 1LD, DH6 1LA, DH6 1LN, DH6 1LF, DH6 1LG",Not Applicable,434353,541032,6.219790936,0.108984271,4.519136906,1.089842677,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,SHADFORTH STABLES,North East,6.28795E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,FISHBURN,DH6 1NJ,Redacted,Not Applicable,435340,541064,4.248254776,0.074282209,6.00108099,2.228466272,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,SHERBURN HILL VILLAGE,North East,3.25249E+11,Ground Mounted,300,Not Applicable,54,54,Distribution,Yes,6,0.4,167.5,BELMONT,DH6 1HG,"DH6 1HG, DH6 1HQ",Not Applicable,432932,542212,2.572507858,0.044928927,5.405258656,0.449289262,Suburban,0.013,Urban,,,,,,Low,,,,,0,0,0,0,0,0.2,0,0,0.2,0,0,5.576217021,0,0,0,0,0,1.215243404,,,Moderate,,,2,,,0.333333333,1,0,1,0,0,,,1,,,0,3,0.5,,,0.208333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
